CódigoInstit;Código Curso;NomedaInstituição
3138;9045;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;9119;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;9242;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;L030;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;L091;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3139;8442;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo
3139;9164;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo
3139;9921;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo
3139;L131;Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo
3141;8419;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém
3141;9003;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém
3141;L011;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém
3141;L169;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém
3141;L172;Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém
3142;9084;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém
3142;9853;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém
3142;L130;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém
3142;L179;Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém
3143;9152;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3143;9185;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3143;9206;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3143;9498;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3143;9785;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3143;9994;Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém
3145;9730;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3145;9763;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3145;9808;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3145;A007;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3145;L008;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3145;L034;Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior
3151;9054;Instituto Politécnico de Setúbal - Escola Superior de Educação
3151;9563;Instituto Politécnico de Setúbal - Escola Superior de Educação
3151;9631;Instituto Politécnico de Setúbal - Escola Superior de Educação
3151;9633;Instituto Politécnico de Setúbal - Escola Superior de Educação
3151;9853;Instituto Politécnico de Setúbal - Escola Superior de Educação
3152;8515;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;9092;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;9112;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;9119;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;9123;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;9862;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;L069;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3152;L124;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal
3153;8111;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9157;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9205;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9627;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9628;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9629;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9630;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3153;9993;Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais
3154;9016;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro
3154;9089;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro
3154;9090;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro
3154;9687;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro
3154;L100;Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro
3155;9500;Instituto Politécnico de Setúbal - Escola Superior de Saúde
3155;9504;Instituto Politécnico de Setúbal - Escola Superior de Saúde
3155;9890;Instituto Politécnico de Setúbal - Escola Superior de Saúde
3155;L160;Instituto Politécnico de Setúbal - Escola Superior de Saúde
3161;9003;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária
3161;9016;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária
3161;9085;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária
3161;L164;Instituto Politécnico de Viana do Castelo - Escola Superior Agrária
3162;9473;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação
3162;9853;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação
3162;L122;Instituto Politécnico de Viana do Castelo - Escola Superior de Educação
3163;8114;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;8407;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9087;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9119;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9123;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9147;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9148;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9254;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9723;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9727;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9743;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9751;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;9857;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3163;L153;Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão
3164;8464;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais
3164;8516;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais
3164;9498;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais
3164;9664;Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais
3165;9731;Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer
3181;9054;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;9084;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;9347;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;9850;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;9853;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;9930;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3181;L154;Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu
3182;8296;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;8517;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9056;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9089;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9099;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9109;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9119;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9123;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9152;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9205;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9254;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9491;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3182;9994;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu
3185;9085;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu
3185;9086;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu
3185;9818;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu
3185;L025;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu
3186;8014;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;9061;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;9122;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;9168;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;9179;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;9238;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3186;L116;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego
3241;9056;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar
3241;9152;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar
3241;9640;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar
3241;9641;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar
3242;9112;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;9119;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;9380;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;9644;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;9645;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;L106;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3242;L142;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar
3243;9054;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes
3243;9123;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes
3243;L143;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes
3243;L177;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes
3331;9069;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design
3331;9213;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design
3331;9244;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design
3331;9645;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design
3331;L071;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design
5402;9007;Universidade do Porto - Faculdade de Belas-Artes
5402;9070;Universidade do Porto - Faculdade de Belas-Artes
6800;8014;ISCTE - Instituto Universitário de Lisboa
6800;8029;ISCTE - Instituto Universitário de Lisboa
6800;8109;ISCTE - Instituto Universitário de Lisboa
6800;8366;ISCTE - Instituto Universitário de Lisboa
6800;9019;ISCTE - Instituto Universitário de Lisboa
6800;9081;ISCTE - Instituto Universitário de Lisboa
6800;9098;ISCTE - Instituto Universitário de Lisboa
6800;9119;ISCTE - Instituto Universitário de Lisboa
6800;9147;ISCTE - Instituto Universitário de Lisboa
6800;9156;ISCTE - Instituto Universitário de Lisboa
6800;9157;ISCTE - Instituto Universitário de Lisboa
6800;9189;ISCTE - Instituto Universitário de Lisboa
6800;9219;ISCTE - Instituto Universitário de Lisboa
6800;9240;ISCTE - Instituto Universitário de Lisboa
6800;9257;ISCTE - Instituto Universitário de Lisboa
6800;9448;ISCTE - Instituto Universitário de Lisboa
6800;9885;ISCTE - Instituto Universitário de Lisboa
6800;9927;ISCTE - Instituto Universitário de Lisboa
6800;L030;ISCTE - Instituto Universitário de Lisboa
7001;9500;Escola Superior de Enfermagem de Coimbra
7002;9500;Escola Superior de Enfermagem de Lisboa
7003;9500;Escola Superior de Enfermagem do Porto
7005;8138;Instituto Politécnico de Beja - Escola Superior de Saúde
7005;9500;Instituto Politécnico de Beja - Escola Superior de Saúde
7010;9500;Universidade do Minho - Escola Superior de Enfermagem
7015;8149;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7015;9500;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7015;9501;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7015;9549;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7015;9833;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7015;L068;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança
7020;9500;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias
7020;9504;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias
7020;L066;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias
7020;L067;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias
7020;L068;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias
7030;9500;Universidade de Évora - Escola Superior de Enfermagem de São João de Deus
7035;8149;Universidade do Algarve - Escola Superior de Saúde
7035;8152;Universidade do Algarve - Escola Superior de Saúde
7035;9500;Universidade do Algarve - Escola Superior de Saúde
7035;9549;Universidade do Algarve - Escola Superior de Saúde
7035;L066;Universidade do Algarve - Escola Superior de Saúde
7035;L068;Universidade do Algarve - Escola Superior de Saúde
7040;9500;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda
7040;9549;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda
7045;8138;Instituto Politécnico de Leiria - Escola Superior de Saúde
7045;8149;Instituto Politécnico de Leiria - Escola Superior de Saúde
7045;9500;Instituto Politécnico de Leiria - Escola Superior de Saúde
7045;9504;Instituto Politécnico de Leiria - Escola Superior de Saúde
7045;9890;Instituto Politécnico de Leiria - Escola Superior de Saúde
7055;9500;Instituto Politécnico de Portalegre - Escola Superior de Saúde
7055;9556;Instituto Politécnico de Portalegre - Escola Superior de Saúde
7065;9500;Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém
7075;9500;Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde
7080;9500;Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde
7085;9500;Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu
7092;9500;Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo
7093;9500;Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada
7105;9745;Escola Superior Náutica Infante D. Henrique
7105;9789;Escola Superior Náutica Infante D. Henrique
7105;9924;Escola Superior Náutica Infante D. Henrique
7105;9926;Escola Superior Náutica Infante D. Henrique
7105;L118;Escola Superior Náutica Infante D. Henrique
7110;8011;Escola Superior de Hotelaria e Turismo do Estoril
7110;9076;Escola Superior de Hotelaria e Turismo do Estoril
7110;9163;Escola Superior de Hotelaria e Turismo do Estoril
7110;9177;Escola Superior de Hotelaria e Turismo do Estoril
7110;9183;Escola Superior de Hotelaria e Turismo do Estoril
7110;9217;Escola Superior de Hotelaria e Turismo do Estoril
7110;9875;Escola Superior de Hotelaria e Turismo do Estoril
7110;9995;Escola Superior de Hotelaria e Turismo do Estoril
7110;9996;Escola Superior de Hotelaria e Turismo do Estoril
7210;8141;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;8149;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;9504;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;9549;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;9861;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;L066;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;L067;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7210;L068;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra
7220;8149;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;8152;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;9504;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;9549;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;9861;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;L066;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;L067;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;L068;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7220;L161;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa
7230;8138;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;8141;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;8143;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;9504;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;9549;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;9861;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;9890;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;L066;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;L067;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;L068;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;L101;Instituto Politécnico do Porto - Escola Superior de Saúde
7230;L136;Instituto Politécnico do Porto - Escola Superior de Saúde
;;
;;
