CódigoInstit;Código Curso;NomedaInstituição
1518;9358;Universidade de Lisboa - Instituto Superior Técnico
1518;9359;Universidade de Lisboa - Instituto Superior Técnico
1518;9360;Universidade de Lisboa - Instituto Superior Técnico
1518;9363;Universidade de Lisboa - Instituto Superior Técnico
1518;9367;Universidade de Lisboa - Instituto Superior Técnico
1518;9369;Universidade de Lisboa - Instituto Superior Técnico
1518;9458;Universidade de Lisboa - Instituto Superior Técnico
1518;9461;Universidade de Lisboa - Instituto Superior Técnico
1518;9508;Universidade de Lisboa - Instituto Superior Técnico
1518;9913;Universidade de Lisboa - Instituto Superior Técnico
1518;L162;Universidade de Lisboa - Instituto Superior Técnico
1519;9098;Universidade de Lisboa - Instituto Superior Técnico (Tagus Park)
1519;9104;Universidade de Lisboa - Instituto Superior Técnico (Tagus Park)
1519;9121;Universidade de Lisboa - Instituto Superior Técnico (Tagus Park)
1519;9912;Universidade de Lisboa - Instituto Superior Técnico (Tagus Park)
3011;8005;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;8449;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;9056;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;9140;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;9205;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;9869;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3011;9888;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro
3012;8016;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3012;8405;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3012;9109;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3012;9235;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3012;9769;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3012;L021;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda
3013;9500;Universidade de Aveiro - Escola Superior de Saúde de Aveiro
3013;9504;Universidade de Aveiro - Escola Superior de Saúde de Aveiro
3013;9890;Universidade de Aveiro - Escola Superior de Saúde de Aveiro
3013;L066;Universidade de Aveiro - Escola Superior de Saúde de Aveiro
3014;L135;Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte
3014;L138;Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte
3021;9003;Instituto Politécnico de Beja - Escola Superior Agrária
3021;9099;Instituto Politécnico de Beja - Escola Superior Agrária
3021;9350;Instituto Politécnico de Beja - Escola Superior Agrária
3021;L157;Instituto Politécnico de Beja - Escola Superior Agrária
3022;9238;Instituto Politécnico de Beja - Escola Superior de Educação
3022;9563;Instituto Politécnico de Beja - Escola Superior de Educação
3022;9853;Instituto Politécnico de Beja - Escola Superior de Educação
3023;8437;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3023;9119;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3023;9152;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3023;9242;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3023;9254;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3023;9994;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão
3031;8015;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;8402;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9056;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9140;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9152;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9242;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9759;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9869;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9990;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;9994;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3031;L140;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão
3032;8311;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3032;8409;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3032;8417;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3032;8467;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3032;9104;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3032;9112;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia
3033;9074;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design
3033;9470;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design
3033;9873;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design
3034;8156;Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo
3034;8341;Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo
3041;8401;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;9085;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;9086;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;9087;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;9099;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;9129;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3041;L029;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança
3042;8323;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;8374;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9082;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9084;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9563;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9853;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9898;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;9933;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;L088;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3042;L175;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança
3043;9056;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9089;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9112;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9119;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9123;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9125;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9147;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9186;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9910;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;9991;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;A004;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;L058;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3043;L069;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança
3045;8309;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9165;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9188;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9205;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9213;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9242;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9254;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3045;9662;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela
3051;8397;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco
3051;9003;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco
3051;9085;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco
3051;L093;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco
3051;L132;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco
3052;9238;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco
3052;9485;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco
3052;9850;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco
3052;9853;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco
3053;8463;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3053;9089;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3053;9111;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3053;9118;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3053;9119;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3053;9248;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco
3054;9147;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova
3054;9173;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova
3054;9177;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova
3054;9242;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova
3054;L021;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova
3055;9725;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas
3055;9726;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas
3055;L158;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas
3061;9016;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;9619;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;9673;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;L009;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;L015;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;L024;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;L098;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3061;L178;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra
3062;8093;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;8114;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;8342;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9054;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9254;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9668;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9675;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9717;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9731;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9774;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9853;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9894;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;9898;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;L095;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3062;L163;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra
3063;8519;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;9061;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;9152;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;9186;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;9722;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;9801;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;L023;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3063;L056;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra
3064;9089;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9104;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9105;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9109;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9119;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9123;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9540;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9770;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9884;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;9885;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;L133;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3064;L155;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra
3065;8147;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;9058;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;9119;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;9147;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;9672;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;L018;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3065;L146;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital
3081;8337;Universidade do Algarve - Escola Superior de Educação e Comunicação
3081;9023;Universidade do Algarve - Escola Superior de Educação e Comunicação
3081;9070;Universidade do Algarve - Escola Superior de Educação e Comunicação
3081;9084;Universidade do Algarve - Escola Superior de Educação e Comunicação
3081;9563;Universidade do Algarve - Escola Superior de Educação e Comunicação
3081;9853;Universidade do Algarve - Escola Superior de Educação e Comunicação
3082;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo
3082;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo
3082;9173;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo
3082;9205;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo
3082;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo
3083;9089;Universidade do Algarve - Instituto Superior de Engenharia
3083;9123;Universidade do Algarve - Instituto Superior de Engenharia
3083;9503;Universidade do Algarve - Instituto Superior de Engenharia
3083;L028;Universidade do Algarve - Instituto Superior de Engenharia
3087;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)
3087;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)
3087;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)
3091;8339;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto
3091;9005;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto
3091;9563;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto
3091;9652;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto
3091;9853;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto
3092;9056;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9072;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9089;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9119;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9128;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9147;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9157;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9205;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3092;9855;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão
3095;9173;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria
3095;9255;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria
3095;9484;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria
3101;8014;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;8132;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;8476;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9084;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9238;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9492;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9797;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9851;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;9853;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3101;L099;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais
3102;8015;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9002;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9089;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9112;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9119;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9123;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9147;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9205;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9242;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9627;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9648;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9690;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9741;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9885;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9886;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;9991;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;L055;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3102;L104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão
3103;8126;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;8525;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9007;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9074;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9243;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9457;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9723;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;9729;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3103;L127;Instituto Politécnico de Leiria - Escola Superior de Artes e Design
3105;8514;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9014;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9016;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9087;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9178;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9207;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9254;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;9848;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3105;L131;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar
3112;8307;Instituto Politécnico de Lisboa - Escola Superior de Educação
3112;9005;Instituto Politécnico de Lisboa - Escola Superior de Educação
3112;9853;Instituto Politécnico de Lisboa - Escola Superior de Educação
3112;9876;Instituto Politécnico de Lisboa - Escola Superior de Educação
3112;L134;Instituto Politécnico de Lisboa - Escola Superior de Educação
3113;8438;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3113;8439;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3113;9010;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3113;9191;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3113;9222;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3113;9231;Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social
3117;8015;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9058;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9147;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9242;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9476;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9870;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9889;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;9991;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3117;L035;Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa
3118;9089;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9108;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9109;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9121;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9123;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9126;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;9455;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;L052;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;L085;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;L117;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3118;L119;Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa
3121;8014;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais
3121;9238;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais
3121;9254;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais
3121;9773;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais
3121;9853;Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais
3122;9070;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;9119;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;9147;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;9670;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;9991;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;L033;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3122;L171;Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão
3123;9003;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas
3123;9085;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas
3123;9130;Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas
3131;8002;Instituto Politécnico do Porto - Escola Superior de Educação
3131;8096;Instituto Politécnico do Porto - Escola Superior de Educação
3131;8264;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9084;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9707;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9767;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9807;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9853;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9878;Instituto Politécnico do Porto - Escola Superior de Educação
3131;9879;Instituto Politécnico do Porto - Escola Superior de Educação
3134;8005;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9009;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9043;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9053;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9058;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9205;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9227;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9716;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9829;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9866;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9867;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;9870;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3134;L070;Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto
3135;8316;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9104;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9110;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9112;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9117;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9119;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9123;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9125;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9455;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;9936;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3135;L089;Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto
3138;8015;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;8097;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;8288;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
3138;8398;Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão
